,content
2425,　　100萬輛整車，是鄭州日產堅持打造市場標杆的過程。從一款皮卡到先後推出13款車型，從單一序列到涉足皮卡、SUV、CDV三個領域，從NISSAN一個品牌到雙品牌發展，鄭州日產先後跨越了5萬臺、10萬臺的臺階，成為中國高端皮卡與越野型SUV的領軍型企業。據鄭加坤介紹，一路走來，憑藉NISSAN皮卡打造了中國皮卡的行業用車標杆，憑藉帕拉丁打造了越野型SUV的全新汽車品類，憑藉銳騏皮卡、帥客和NV200在個人用車中贏得了良好口碑，樹立了強大的品牌號召力。
2426,　　標杆，基礎在於對產品品質把控和市場需求的滿足。自1993年成立之日起，鄭州日產嚴格遵守日產全球統一質量標準，並採用世界上最嚴苛的質量評價標準之一——日產獨特的產品質量評價系統，對旗下包括日產和東風品牌的每一輛車進行嚴格評價，確保相同的國際品質。嚴苛的標準造就了卓越的品質，成就了鄭州日產的市場標杆產品。
2427,"　　,百萬信賴，堅守匠心精神"
2428,　　100萬輛高品質整車，100萬用戶的信賴和肯定，詮釋了“相信 相伴 相成就”的企業理念，源於鄭州日產人對匠心製造的堅守。鄭州日產中牟工廠擁有一大批經驗豐富的高技能人才，連續參加日產全球基本技能競技大賽，先後5人連續三屆獲大賽專業項目的金、銀、銅牌，書寫了鄭州日產的製造傳奇。同時先後建立了“王騰飛改善工作室”、“張建偉技能創新工作室”、“朱瑩工作室”等，以優秀工人的個人名字命名，達到弘揚匠人文化，錘鍊“匠心”的目的，讓濃厚的匠人文化保障和不斷提升產品品質，樹立了企業製造技能和匠心的標杆。
2429,"　　,全新標杆，領導皮卡行業"
2430,　　下線儀式上，鄭州日產首款“高端SUV級皮卡”納瓦拉同樣引人注目。這是日產84年皮卡製造技術的巔峰之作，是鄭州日產24年高端皮卡合資製造經驗的精華體現，延續日產優秀品質基因，被譽為中國高端皮卡的新標準。史佔勇表示，這是鄭州日產在皮卡領域的又一次全新突破，市場競爭力非常強，有望再次續寫皮卡傳奇。
2431,　　納瓦拉是鄭州日產品質傳承和匠心堅守達到的新高峰。以時尚霸氣的外觀設計，行業唯一的7AT變速箱，前所未有的駕乘舒適性，是皮卡行業的新標杆。它為鄭州日產第100萬輛整車畫下了完美標記，同時為新階段的品質標杆之路確立了高起點。
2432,　　史佔勇副市長也提出，希望鄭州日產以第100萬輛整車下線為契機，攜手日產、東風兩大強勢股東，堅持打造皮卡和越野型SUV的高端市場形象，努力維護品質第一的產品口碑。
2433,　　當天，與會媒體還參觀了鄭州日產製造水平新標杆，代表日產最高水平的新總裝車間生產線，新總裝車間國內首創承載式車身與非承載式車身車型混流生產方式，是國內第一條、世界第三條混流生產線，生產製造水平大幅提升，更好地凸顯了卓越的品質基因。
2434,　　鄭加坤指出，這是鄭州日產再次起步騰飛的關鍵時刻。100萬輛，是一個節點，更是一個起點。已經完成的產品上市規劃路線，將強力支持鄭州日產中期事業計劃的達成。鄭州日產也將用更有魅力的產品、更高品質的服務，持續打造皮卡和越野型SUV新標杆。
2435,"　　,中新網,北京5月8日電 (記者 閆曉虹) 業內預計，2017年全年中國MPV(多用途汽車)市場將保持溫和增長態勢。受微型車消費升級的影響，低端MPV市場增幅將有望持續走強，期間中國自主品牌汽車的佔有率節節攀升。"
2436,　　記者8日自華晨金盃獲悉，中國MPV銷量一直呈現增長態勢，迄今份額已佔10%左右。隨著二孩政策全面放開等因素，“宜商宜家”的7座MPV開始在中國車市受到青睞，2017年MPV仍保持增長狀態。
2437,　　統計數據顯示，2016年中國MPV市場的消費水平和消費能力均雙雙提高，當年中國MPV市場規模同比增幅高達約一成五，全年市場銷售平均價為8.5萬元(人民幣，下同)，比上年提高0.2萬元。
2438,　　值得注意的是，2016年中國低端MPV市場的銷量同比累計增長約一成七。
2439,　　中國自主品牌汽車金盃最新推出“宜商宜家”的七座MPV金盃F50，在“大空間”“多功能”“低價位”基礎上，油耗比同類後驅車低二成，從輕客跨入到乘用車的激烈競爭。
2440,　　業內預計，未來海內外廠商將會繼續加大MPV這一領域的佈局力度，今年將要上市的眾多MPV裡中國自主品牌汽車佔比會超過八成。而低端MPV將成中國自主品牌汽車競技比拼的主戰場。(完)
2441,"　　,中新社,長春5月8日電 (記者 李彥國)新中國汽車工業長子——中國一汽集團8日對外發布消息稱，在“一帶一路”倡議的支持帶動下，這家大型國有汽車企業集團的海外業務已遍佈東南亞、非洲、中東、拉美等地區，目前企業正在謀求由“產品輸出”向“產能輸出”轉變。"
2442,　　中國提出的“一帶一路”倡議，為中國車企海外建廠提供了新的機遇和方向。上月底，中國一汽在俄羅斯當地組裝生產的首款車型——奔騰X80成功上市，成為中國車企海外本地化經營的最新碩果。
2443,　　中國一汽發佈的最新數據顯示，2013年“一帶一路”倡議提出至今，這家車企的海外業務已經覆蓋東南亞、非洲、中東、拉美等地區的48個國家，累計出口汽車逾26萬輛，整車及零部件出口金額超過50億元人民幣。
2444,　　本地化經營是中國一汽成功拓展海外市場的重要經驗。中國一汽指，企業正在謀求實現由“產品輸出”向“產能輸出”轉變。
2445,　　最新數據顯示，2016年中國一汽54%的出口以KD組裝出口形式完成，其中中重卡KD出口量佔比更是高達60%。目前，中國一汽已在包括伊朗、巴基斯坦、南非、越南、馬來西亞、朝鮮、菲律賓、哈薩克斯坦、肯尼亞、尼日利亞、墨西哥在內的眾多國家建立海外KD組裝工廠。
2446,　　中國一汽表示，未來將繼續加速推進海外乘用車本地化項目建設，推動“一帶一路”沿線不同區域汽車產業的協調發展。(完)
2447,　　隨著分時租賃汽車的興起，不僅是運營企業的服務、APP等有完善、提升的空間，市民也有一些用車習慣需要改變。交通部門表示，本市鼓勵汽車分時租賃，今年將繼續加大網點佈局。交通專家建議，應抓緊研究制定分時租賃相關政策，以規範分時租賃市場，確保其健康有序發展。
2448,"　　,亂象顯現 帶寵乘車衛生堪憂"
2449,　　市民馬女士向北京晨報記者表示，她青睞分時租賃汽車還有一個原因就是不用自己清潔車內衛生。“我家養了一隻寵物狗，經常要帶著它出門，所以租個車，不用自己打掃，比較省事兒。”馬女士稱。
2450,　　除了有馬女士這樣將寵物帶上車的情況，也有市民在接受採訪時坦言，用車時，自己或車內乘客會在車內吸菸、吃東西等。
2451,　　一部分市民因不用自己打掃衛生而青睞分時租賃，也有一部分市民對分時租賃汽車車內的衛生表示擔憂。“我個人有一點點‘潔癖’，考慮衛生問題，所以還沒用過共享汽車。尤其寵物、煙味都是我比較介意的。”一位市民表示。
2452,　　北京晨報記者留意到，目前市場上用車軟件大多數都未對用戶文明用車等方面作出提示。
2453,　　車輛亂停堵路佔位
2454,　　“有一次，我出門，結果一輛分時租賃汽車把我的車堵在車位裡了。我找了一圈，車內也未寫電話，聯繫不到用車的車主，我只好打給租賃公司並報警，最後才好不容易將車挪走。”一位市民表示。“我親眼看到，一輛分時租賃汽車佔倆車位，本來車位就緊張，能不能文明停車、用車！”微博中，一位網友也吐槽稱，一些租車人將騎共享單車的壞習慣，帶到了使用共享汽車上。
2455,　　除了上述問題，北京晨報記者近日走訪時發現，由於個別用戶的粗心大意，一些停在角落裡的分時租賃汽車車窗開著，車內落了一層灰塵，也給車輛帶來了損壞隱患。
2456,"　　,難點分析 分時租賃發展暫有五大困難"
2457,　　1.停車位
2458,　　在北京市現有的環境下，停車資源緊張，在哪兒停車就成為首要問題。市交通委相關負責人表示，經瞭解，在北京市核心區域，停車的費用大概在800元到1500元之間，這個區域之內要拿出大量的車位進行停車，是有成本的。“還有一個是停車位比較分散的，不可能集中起來打折，因為要滿足人們的個性化需求，停車是分散的。還有是網點資源開發比較難。”該負責人表示。
2459,　　2.充電樁
2460,　　“其次是充電樁，北京市從事充電樁的企業還是比較多，特別是建設企業，它們建的是自己體系的充電樁，各建各的，充電樁的網絡從互聯互通角度來講，還沒有全面的共享。”
2461,　　3.信用體系
2462,　　第三個問題是信用體系的問題。該負責人表示，“分時租賃車輛丟失、剮蹭、毀損等風險性比較高，同時，違章之後用戶是否會主動處理等，都會對分時租賃合理或者是更好地服務下一位用戶、社會產生影響。”
2463,　　4.調度
2464,　　第四，是市民出行的潮汐現象。“大家都希望用車時有車，還車時有位。但是，早晨大家都去上班，把車開走了，下班了，車又扎堆兒開回來，這造成某個網點車、車位緊張。所以異地還車的壓力比較大。”該負責人表示，需要在核心區域或者是在規劃的網點集中區域建一個囤車的中心網點，及時“補車”，而這需要一個龐大調度團隊。
2465,　　5.運營成本
2466,　　2011年7月，全球首款增程式豪華電動跑車菲斯科·卡瑪正式交付，其完成百公里加速度只需要短短的5.8秒，創造了新能源汽車百公里提速新的世界紀錄。並且，該車在鋰電池供電驅動電機和發動機共同驅動的運動模式可續航483公里。這款電動跑車的“心臟”實際上是“中國心”——中國精進電動公司所開發和生產的永磁同步驅動電機。同時，奔馳、寶馬、凱迪拉克等知名汽車品牌的雙模混合動力汽車驅動電機系統也都出自同一人之手，他就是國家“千人計劃”專家、精進電動創始人兼首席技術官蔡蔚博士。
